"methods" "abil" "avgProbs" "accuracy"
"125" "MinorityClass" -3.3047 0.0995 0.215
"127" "PessimalClass" -2.6334 0.1013 0
"69" "treeBag" -2.052 0.2716 0.4
"121" "RandomClass_A" -2.0517 0.2725 0.41
"123" "RandomClass_C" -2.0471 0.2857 0.33
"122" "RandomClass_B" -2.0454 0.2909 0.41
"124" "MajorityClass" -1.6614 0.5026 0.395
"41" "svmRadialCost_C0.01" -1.1614 0.5396 0.47
"51" "svmPoly_d_1_s_0.001" -1.1614 0.5396 0.47
"54" "svmPoly_d_2_s_0.001" -1.1614 0.5396 0.47
"57" "svmPoly_d_3_s_0.001" -0.8327 0.7252 0.69
"45" "svmLinear_C0.01" -0.4045 0.7974 0.78
"52" "svmPoly_d_1_s_0.01" -0.4045 0.7974 0.78
"55" "svmPoly_d_2_s_0.01" -0.4045 0.7974 0.78
"58" "svmPoly_d_3_s_0.01" -0.4045 0.7974 0.78
"114" "pls_ncomp1" -0.4045 0.7974 0.78
"115" "pls_ncomp2" -0.4045 0.7974 0.78
"116" "simpls_ncomp1" -0.4045 0.7974 0.78
"117" "simpls_ncomp2" -0.4045 0.7974 0.78
"28" "mlp_1" -0.0165 0.8632 0.855
"36" "pcaNNet" -0.0132 0.8721 0.905
"18" "fda_prune2" -0.0008 0.9119 0.93
"35" "avNNet_decay0" 0.0027 0.9207 0.95
"40" "SMV" 0.0109 0.9343 0.935
"46" "svmLineart_C0.1" 0.0109 0.9343 0.935
"56" "svmPoly_d_2_s_0.1" 0.0109 0.9343 0.935
"70" "bagFDA_prune2" 0.0125 0.9359 0.955
"42" "svmRadialCost_C0.1" 0.2765 0.9502 0.965
"15" "sda_L0.0" 0.278 0.9502 0.96
"16" "sda_L0.5" 0.278 0.9502 0.96
"17" "sda_L1.0" 0.278 0.9502 0.96
"47" "svmLinear_C1" 0.278 0.9502 0.965
"48" "svmLinear_C2" 0.278 0.9502 0.965
"118" "gcvEarth_d1" 0.2839 0.9503 0.96
"5" "LMT" 0.4499 0.9523 0.97
"6" "LMT_CV" 0.4499 0.9523 0.97
"22" "mda_subc3" 0.4499 0.9523 0.97
"49" "svmLinear_C4" 0.4499 0.9523 0.97
"53" "svmPoly_d_1_s_0.1" 0.4499 0.9523 0.965
"1" "c5.0" 0.4854 0.9526 0.965
"2" "c5.0_winnow" 0.4854 0.9526 0.965
"3" "J48" 0.4854 0.9526 0.965
"4" "J48Unp" 0.4854 0.9526 0.965
"14" "PART" 0.4854 0.9526 0.965
"13" "JRip_Unp" 0.577 0.9536 0.96
"34" "avNNet_decay01" 0.6318 0.9549 0.97
"71" "bagFDA_prune4" 0.6647 0.9646 0.97
"119" "gcvEarth_d2" 0.6659 0.9653 0.965
"120" "gcvEarth_d3" 0.6659 0.9653 0.965
"89" "cforest_mtry4" 0.6701 0.9678 0.965
"91" "cforest_mtry16" 0.6701 0.9678 0.965
"92" "cforest_mtry32" 0.6701 0.9678 0.965
"93" "cforest_mtry64" 0.6701 0.9678 0.965
"94" "cforest_mtry128" 0.6701 0.9678 0.965
"30" "mlp_5" 0.6713 0.9684 0.97
"63" "gbm_2_50" 0.6713 0.9684 0.97
"7" "LMT_AIC" 0.6853 0.9722 0.965
"9" "ctree_c0.01" 0.6862 0.9723 0.97
"10" "ctree_c0.05" 0.6862 0.9723 0.97
"11" "ctree_c0.99" 0.6862 0.9723 0.97
"12" "JRip" 0.6862 0.9723 0.97
"88" "cforest_mtry2" 0.6862 0.9723 0.97
"90" "cforest_mtry8" 0.6862 0.9723 0.97
"103" "knn_k2" 0.7367 0.9748 0.96
"108" "Ibk_k1" 0.7508 0.9751 0.97
"23" "mda_subc4" 0.751 0.9751 0.97
"50" "svmLinear_C8" 0.7671 0.9754 0.975
"38" "lvq_3" 0.7681 0.9754 0.975
"109" "Ibk_k2" 0.7681 0.9754 0.975
"110" "Ibk_k3" 0.7681 0.9754 0.975
"111" "Ibk_k5" 0.7681 0.9754 0.975
"112" "Ibk_k7" 0.7681 0.9754 0.975
"113" "Ibk_k9" 0.7681 0.9754 0.975
"19" "fda_prune9" 0.773 0.9755 0.97
"20" "fda_prune17" 0.773 0.9755 0.97
"62" "gbm_1_150" 0.7731 0.9755 0.97
"81" "rrf_mtry2" 0.7731 0.9755 0.97
"82" "rrf_mtry4" 0.7731 0.9755 0.97
"83" "rrf_mtry8" 0.7731 0.9755 0.97
"84" "rrf_mtry16" 0.7731 0.9755 0.97
"85" "rrf_mtry32" 0.7731 0.9755 0.97
"86" "rrf_mtry64" 0.7731 0.9755 0.97
"87" "rrf_mtry128" 0.7731 0.9755 0.97
"64" "gbm_2_100" 0.7822 0.9756 0.97
"126" "OptimalClass" 0.7932 0.9757 1
"102" "knn_k1" 0.795 0.9757 0.975
"67" "gbm_3_100" 0.8073 0.9758 0.975
"29" "mlp_3" 0.8162 0.9759 0.975
"31" "mlp_7" 0.8162 0.9759 0.975
"32" "mlp_9" 0.8162 0.9759 0.975
"33" "avNNet_decay1e04" 0.8162 0.9759 0.975
"66" "gbm_3_50" 0.8398 0.976 0.975
"72" "bagFDA_prune8" 0.8398 0.976 0.975
"8" "rpart" 1.0027 0.9768 0.98
"21" "mda_subc2" 1.0027 0.9768 0.98
"24" "W_NB" 1.0027 0.9768 0.98
"25" "NB" 1.0027 0.9768 0.98
"26" "NB_laplace" 1.0027 0.9768 0.98
"27" "rbf" 1.0027 0.9768 0.98
"37" "lvq_1" 1.0027 0.9768 0.98
"39" "lvq_5" 1.0027 0.9768 0.98
"43" "svmRadialCost_C1" 1.0027 0.9768 0.98
"44" "svmRadialCost_C2" 1.0027 0.9768 0.98
"59" "svmPoly_d_3_s_0.1" 1.0027 0.9768 0.98
"60" "gbm_1_50" 1.0027 0.9768 0.98
"61" "gbm_1_100" 1.0027 0.9768 0.98
"65" "gbm_2_150" 1.0027 0.9768 0.98
"68" "gbm_3_150" 1.0027 0.9768 0.98
"73" "bagFDA_prune16" 1.0027 0.9768 0.98
"74" "rf_mtry2" 1.0027 0.9768 0.98
"75" "rf_mtry4" 1.0027 0.9768 0.98
"76" "rf_mtry8" 1.0027 0.9768 0.98
"77" "rf_mtry16" 1.0027 0.9768 0.98
"78" "rf_mtry32" 1.0027 0.9768 0.98
"79" "rf_mtry64" 1.0027 0.9768 0.98
"80" "rf_mtry128" 1.0027 0.9768 0.98
"95" "parRF_mtry2" 1.0027 0.9768 0.98
"96" "parRF_mtry4" 1.0027 0.9768 0.98
"97" "parRF_mtry8" 1.0027 0.9768 0.98
"98" "parRF_mtry16" 1.0027 0.9768 0.98
"99" "parRF_mtry32" 1.0027 0.9768 0.98
"100" "parRF_mtry64" 1.0027 0.9768 0.98
"101" "parRF_mtry128" 1.0027 0.9768 0.98
"104" "knn_k3" 1.0027 0.9768 0.98
"105" "knn_k5" 1.0027 0.9768 0.98
"106" "knn_k7" 1.0027 0.9768 0.98
"107" "knn_k9" 1.0027 0.9768 0.98
