"methods" "abil" "avgProbs" "accuracy"
"125" "MinorityClass" -3.6422 0.1881 0.22
"127" "PessimalClass" -3.2142 0.1977 0
"122" "RandomClass_B" -2.6937 0.2506 0.325
"121" "RandomClass_A" -2.3753 0.3141 0.3
"69" "treeBag" -2.3138 0.3281 0.295
"123" "RandomClass_C" -2.181 0.3588 0.35
"41" "svmRadialCost_C0.01" -2.014 0.3979 0.4
"51" "svmPoly_d_1_s_0.001" -2.014 0.3979 0.4
"54" "svmPoly_d_2_s_0.001" -2.014 0.3979 0.4
"124" "MajorityClass" -2.014 0.3979 0.4
"57" "svmPoly_d_3_s_0.001" -1.8729 0.432 0.455
"45" "svmLinear_C0.01" -0.5785 0.6781 0.715
"52" "svmPoly_d_1_s_0.01" -0.5785 0.6781 0.715
"55" "svmPoly_d_2_s_0.01" -0.5785 0.6781 0.715
"58" "svmPoly_d_3_s_0.01" -0.5785 0.6781 0.715
"114" "pls_ncomp1" -0.5785 0.6781 0.715
"115" "pls_ncomp2" -0.5785 0.6781 0.715
"116" "simpls_ncomp1" -0.5785 0.6781 0.715
"117" "simpls_ncomp2" -0.5785 0.6781 0.715
"70" "bagFDA_prune2" -0.4461 0.6939 0.745
"28" "mlp_1" -0.39 0.7034 0.74
"18" "fda_prune2" -0.2135 0.7394 0.765
"40" "SMV" -0.1978 0.7428 0.775
"109" "Ibk_k2" -0.1551 0.7522 0.765
"46" "svmLineart_C0.1" -0.096 0.765 0.785
"56" "svmPoly_d_2_s_0.1" -0.096 0.765 0.785
"103" "knn_k2" -0.0343 0.7777 0.76
"15" "sda_L0.0" 0.0352 0.7905 0.81
"81" "rrf_mtry2" 0.0398 0.7912 0.765
"82" "rrf_mtry4" 0.0398 0.7912 0.765
"83" "rrf_mtry8" 0.0398 0.7912 0.765
"84" "rrf_mtry16" 0.0398 0.7912 0.765
"85" "rrf_mtry32" 0.0398 0.7912 0.765
"86" "rrf_mtry64" 0.0398 0.7912 0.765
"87" "rrf_mtry128" 0.0398 0.7912 0.765
"16" "sda_L0.5" 0.0844 0.7978 0.815
"17" "sda_L1.0" 0.0844 0.7978 0.815
"108" "Ibk_k1" 0.1186 0.802 0.76
"102" "knn_k1" 0.1307 0.8032 0.77
"126" "OptimalClass" 0.2026 0.8093 1
"27" "rbf" 0.2544 0.8126 0.805
"53" "svmPoly_d_1_s_0.1" 0.2559 0.8127 0.825
"68" "gbm_3_150" 0.3302 0.8164 0.79
"25" "NB" 0.3734 0.8183 0.825
"26" "NB_laplace" 0.3734 0.8183 0.825
"47" "svmLinear_C1" 0.3734 0.8183 0.825
"48" "svmLinear_C2" 0.3734 0.8183 0.825
"49" "svmLinear_C4" 0.3734 0.8183 0.825
"50" "svmLinear_C8" 0.3734 0.8183 0.825
"77" "rf_mtry16" 0.4604 0.8216 0.795
"95" "parRF_mtry2" 0.4604 0.8216 0.795
"98" "parRF_mtry16" 0.4604 0.8216 0.795
"99" "parRF_mtry32" 0.4604 0.8216 0.795
"101" "parRF_mtry128" 0.4604 0.8216 0.795
"74" "rf_mtry2" 0.4705 0.822 0.795
"75" "rf_mtry4" 0.4964 0.8229 0.8
"96" "parRF_mtry4" 0.4964 0.8229 0.8
"76" "rf_mtry8" 0.4967 0.8229 0.8
"80" "rf_mtry128" 0.4967 0.8229 0.8
"67" "gbm_3_100" 0.5027 0.8231 0.825
"100" "parRF_mtry64" 0.524 0.8239 0.805
"97" "parRF_mtry8" 0.5277 0.824 0.805
"78" "rf_mtry32" 0.5279 0.824 0.805
"64" "gbm_2_100" 0.5325 0.8242 0.83
"79" "rf_mtry64" 0.5512 0.8249 0.81
"104" "knn_k3" 0.6837 0.8303 0.825
"24" "W_NB" 0.7012 0.831 0.83
"42" "svmRadialCost_C0.1" 0.7064 0.8312 0.845
"36" "pcaNNet" 0.7086 0.8313 0.85
"21" "mda_subc2" 0.7662 0.8334 0.855
"7" "LMT_AIC" 0.8488 0.8359 0.83
"9" "ctree_c0.01" 0.8596 0.8362 0.835
"10" "ctree_c0.05" 0.8596 0.8362 0.835
"14" "PART" 0.8679 0.8364 0.83
"61" "gbm_1_100" 0.8818 0.8368 0.835
"66" "gbm_3_50" 0.9498 0.8387 0.835
"65" "gbm_2_150" 0.9617 0.839 0.835
"31" "mlp_7" 1.0165 0.8404 0.835
"110" "Ibk_k3" 1.0478 0.8411 0.84
"29" "mlp_3" 1.0483 0.8412 0.84
"32" "mlp_9" 1.0483 0.8412 0.84
"34" "avNNet_decay01" 1.0483 0.8412 0.84
"71" "bagFDA_prune4" 1.0483 0.8412 0.84
"62" "gbm_1_150" 1.0565 0.8413 0.84
"63" "gbm_2_50" 1.0744 0.8417 0.845
"72" "bagFDA_prune8" 1.1658 0.8434 0.845
"73" "bagFDA_prune16" 1.1658 0.8434 0.845
"60" "gbm_1_50" 1.1855 0.8437 0.85
"13" "JRip_Unp" 1.1868 0.8437 0.84
"30" "mlp_5" 1.2171 0.8442 0.85
"119" "gcvEarth_d2" 1.3571 0.8463 0.845
"120" "gcvEarth_d3" 1.3571 0.8463 0.845
"8" "rpart" 1.3834 0.8467 0.855
"19" "fda_prune9" 1.3834 0.8467 0.855
"20" "fda_prune17" 1.3834 0.8467 0.855
"23" "mda_subc4" 1.3834 0.8467 0.855
"118" "gcvEarth_d1" 1.3834 0.8467 0.855
"22" "mda_subc3" 1.4773 0.8481 0.855
"59" "svmPoly_d_3_s_0.1" 1.6617 0.8511 0.845
"5" "LMT" 1.695 0.8517 0.84
"6" "LMT_CV" 1.7331 0.8523 0.84
"38" "lvq_3" 1.7913 0.8532 0.86
"35" "avNNet_decay0" 1.8366 0.8538 0.855
"113" "Ibk_k9" 1.8706 0.8542 0.86
"37" "lvq_1" 1.9149 0.8548 0.865
"33" "avNNet_decay1e04" 1.9441 0.8551 0.86
"1" "c5.0" 2.0255 0.8558 0.85
"2" "c5.0_winnow" 2.0255 0.8558 0.85
"3" "J48" 2.0255 0.8558 0.85
"4" "J48Unp" 2.0255 0.8558 0.85
"11" "ctree_c0.99" 2.0255 0.8558 0.85
"12" "JRip" 2.0255 0.8558 0.85
"88" "cforest_mtry2" 2.0255 0.8558 0.85
"89" "cforest_mtry4" 2.0255 0.8558 0.85
"90" "cforest_mtry8" 2.0255 0.8558 0.85
"91" "cforest_mtry16" 2.0255 0.8558 0.85
"92" "cforest_mtry32" 2.0255 0.8558 0.85
"93" "cforest_mtry64" 2.0255 0.8558 0.85
"94" "cforest_mtry128" 2.0255 0.8558 0.85
"39" "lvq_5" 2.0528 0.856 0.865
"43" "svmRadialCost_C1" 2.0528 0.856 0.865
"44" "svmRadialCost_C2" 2.0528 0.856 0.865
"105" "knn_k5" 2.0528 0.856 0.865
"106" "knn_k7" 2.0528 0.856 0.865
"107" "knn_k9" 2.0528 0.856 0.865
"111" "Ibk_k5" 2.0528 0.856 0.865
"112" "Ibk_k7" 2.0528 0.856 0.865
