"x","y","Class"
-1.10972364607515,-1.11652676053345,"1"
-0.938279366499404,0.838258126005531,"2"
-0.112911631353199,-0.51620672615245,"3"
-0.432211858034134,-0.0740498173981905,"3"
0.920757271766869,1.40903027616441,"2"
0.247944846589209,-1.18597808480263,"1"
-0.0900271743535995,0.53213219018653,"3"
-0.677614698175539,0.86668761447072,"2"
-0.519530635824877,1.87966032959521,"2"
0.647099272270667,1.51423203758895,"2"
-0.400572605850395,0.803692738711834,"2"
0.754365611958363,-1.82936642542481,"1"
-0.0650022444315255,-0.324718900490552,"3"
0.0925841727228218,1.84659495092928,"2"
0.0877713693520945,1.29102033339441,"2"
0.005925670824945,0.531911158841103,"3"
0.665786633332462,0.770365221425891,"2"
-0.54683705130592,-0.0045133165083826,"3"
-1.13345733994982,0.781678159162402,"2"
0.530667250603437,0.138384093157947,"3"
-0.553490721718586,0.976704704761505,"2"
-0.624531317009103,-1.5088237952441,"1"
0.459127069736311,1.52690448388457,"2"
-0.744636805357284,-1.37472968995571,"1"
-0.806284266548511,-1.67371552996337,"1"
1.05862511952451,-1.46647385284305,"1"
-0.436328309098367,1.71793617457151,"2"
-0.792351553069892,-1.01063927486539,"1"
-1.00890990198699,-1.48534675352275,"1"
-0.322707139811537,-1.85533290654421,"1"
0.470152488178442,-1.79314547628164,"1"
0.24902827157691,0.980410651117563,"2"
-0.508944952570422,1.36299871690571,"2"
-0.440933308470994,-0.18633060157299,"3"
-1.12557676883268,1.18191900290549,"2"
0.264489015843719,-0.0378520326688886,"3"
-0.434724348876625,0.0412103159353137,"3"
0.429716199628921,-1.66497217230499,"1"
-0.465671362359037,-1.0262846596539,"1"
0.166958368197083,-0.255598495993763,"3"
0.165081679999064,-1.58970172032714,"1"
-0.441987656615795,-1.71533721163869,"1"
0.776936511857825,1.00762851648033,"2"
-0.471416973040431,-1.28059397302568,"1"
0.967697370817625,1.32638579122722,"2"
0.0200166139751673,-0.523210799507797,"3"
-0.385420243335824,1.52352309115231,"2"
-1.25502457600325,-1.20034471824765,"1"
0.946074040991554,-1.5088484570384,"1"
-0.461111381929368,-0.294180095661432,"3"
-1.13544283617101,1.02731258906424,"2"
-0.965373415749687,-0.926087571680546,"1"
-0.435868742530234,1.40664924345911,"2"
-0.361274621931295,1.56326867267489,"2"
-0.98283144595663,0.79478715248406,"2"
-0.597063108664549,-1.07313614524901,"1"
1.29870341884268,1.1959241271019,"2"
-0.40000132598727,-1.32274038419127,"1"
0.895840044947101,1.32957671582699,"2"
-0.00710076894611122,0.376390093658119,"3"
-0.282538514889585,-1.40507340766489,"1"
0.588977039578914,1.70447736307979,"2"
-1.23401856917436,1.45208939053118,"2"
-0.307672708109021,-0.0891634097322822,"3"
-0.234996988307112,0.857300758361817,"2"
-0.112829409417843,1.16079574152827,"2"
0.42537803957996,1.08391931392252,"2"
0.5220714068064,1.24207924008369,"2"
0.341416332323988,1.23900290131569,"2"
-0.404829801656373,0.928241475299001,"2"
-0.986622057108381,-1.57685390636325,"1"
0.506120263093041,1.2652607485652,"2"
-0.558047049658523,1.23623820357025,"2"
-0.754285798582891,-0.923520630970597,"1"
0.905292587553876,1.04171881265938,"2"
0.494983346738112,0.918165959045291,"2"
0.952562076044505,1.04477597810328,"2"
0.814269063185667,-1.2191755246371,"1"
1.00853031746713,-1.1705531027168,"1"
0.104646284703807,1.04460746720433,"2"
-1.1060767681551,1.33051512651145,"2"
0.952802425706575,-0.616604648157954,"1"
0.873474525593914,1.15225399583578,"2"
0.654190189333892,0.901380631327629,"2"
0.474529529254748,1.06492555886507,"2"
-0.417981847934425,-0.0224648888222874,"3"
1.30128086577902,-1.08356994651258,"1"
0.0978613154532693,0.898022225126624,"2"
-0.61300670037752,-1.06437282711267,"1"
-1.07539834853064,1.35026070475578,"2"
-0.0811570756137371,-0.282618175819516,"3"
0.827226282159597,1.43249899670482,"2"
0.052774466201663,-0.0167202740907669,"3"
0.576257308668075,-1.26198960803449,"1"
0.237776527967546,-1.38917016759515,"1"
-0.337726800944475,1.41188979260623,"2"
-0.403614417091012,-0.423128034733236,"3"
-0.14657977273808,1.48329380080104,"2"
0.111357717153373,-1.30303253307939,"1"
1.15081707348578,1.06067910119891,"2"
0.538687086332025,-0.913681688532233,"1"
-1.01501635699107,-0.921617010980845,"1"
0.430615603885896,-1.62522413805127,"1"
0.294185900408775,0.358195479121059,"3"
1.21425987955982,1.3043488342315,"2"
-0.113585842587054,-0.165858785435557,"3"
0.439460043410399,1.55254722423851,"2"
0.329024070578033,-1.52169106416404,"1"
0.102220109291375,-0.221614582277834,"3"
0.33901902101934,-0.484153141546994,"3"
0.240220994563384,-1.264950761199,"1"
-0.526895124604973,-1.81811747699976,"1"
0.0870191361755133,0.489729602448642,"3"
-0.13654177915775,0.841729924827814,"2"
0.860718713624263,-0.952999610453844,"1"
0.891999467721131,-0.848948693275452,"1"
0.0488800341528555,-0.966555776819587,"1"
-0.523784632037528,1.18752324767411,"2"
-0.0199734204727866,1.10827130004764,"2"
0.472400886264221,0.99589020870626,"2"
-0.109821137759024,-0.923073787242174,"1"
