"methods" "abil" "avgProbs" "accuracy"
"125" "MinorityClass" -3.6159 0.153 0.21
"127" "PessimalClass" -3.3264 0.1579 0
"121" "RandomClass_A" -2.7985 0.2715 0.365
"123" "RandomClass_C" -2.7691 0.2829 0.355
"122" "RandomClass_B" -2.7304 0.2982 0.41
"69" "treeBag" -2.7067 0.3076 0.4
"41" "svmRadialCost_C0.01" -2.0766 0.4701 0.415
"51" "svmPoly_d_1_s_0.001" -2.0766 0.4701 0.415
"54" "svmPoly_d_2_s_0.001" -2.0766 0.4701 0.415
"124" "MajorityClass" -2.0766 0.4701 0.415
"57" "svmPoly_d_3_s_0.001" -2.0453 0.4723 0.44
"55" "svmPoly_d_2_s_0.01" -0.4998 0.7468 0.75
"58" "svmPoly_d_3_s_0.01" -0.4998 0.7468 0.75
"114" "pls_ncomp1" -0.4998 0.7468 0.75
"115" "pls_ncomp2" -0.4998 0.7468 0.75
"116" "simpls_ncomp1" -0.4998 0.7468 0.75
"117" "simpls_ncomp2" -0.4998 0.7468 0.75
"45" "svmLinear_C0.01" -0.4895 0.7476 0.745
"52" "svmPoly_d_1_s_0.01" -0.4895 0.7476 0.745
"28" "mlp_1" -0.1737 0.8062 0.81
"18" "fda_prune2" -0.1628 0.8093 0.815
"70" "bagFDA_prune2" -0.1273 0.8196 0.825
"40" "SMV" -0.0953 0.8286 0.83
"109" "Ibk_k2" -0.0917 0.8296 0.82
"46" "svmLineart_C0.1" -0.0767 0.8336 0.84
"56" "svmPoly_d_2_s_0.1" -0.0767 0.8336 0.84
"36" "pcaNNet" -0.0662 0.8364 0.82
"15" "sda_L0.0" 0 0.8525 0.855
"16" "sda_L0.5" 0.0028 0.8531 0.86
"17" "sda_L1.0" 0.0028 0.8531 0.86
"42" "svmRadialCost_C0.1" 0.0261 0.8581 0.88
"103" "knn_k2" 0.0277 0.8584 0.83
"102" "knn_k1" 0.0502 0.8628 0.83
"108" "Ibk_k1" 0.0502 0.8628 0.83
"53" "svmPoly_d_1_s_0.1" 0.0969 0.8705 0.88
"49" "svmLinear_C4" 0.1051 0.8717 0.88
"50" "svmLinear_C8" 0.1051 0.8717 0.88
"47" "svmLinear_C1" 0.1314 0.8751 0.88
"27" "rbf" 0.1322 0.8752 0.86
"24" "W_NB" 0.1513 0.8773 0.885
"48" "svmLinear_C2" 0.1604 0.8782 0.885
"25" "NB" 0.1908 0.881 0.9
"26" "NB_laplace" 0.1908 0.881 0.9
"21" "mda_subc2" 0.451 0.8942 0.91
"13" "JRip_Unp" 0.4931 0.8961 0.895
"34" "avNNet_decay01" 0.5111 0.897 0.9
"71" "bagFDA_prune4" 0.5111 0.897 0.9
"113" "Ibk_k9" 0.5195 0.8974 0.905
"43" "svmRadialCost_C1" 0.527 0.8977 0.915
"44" "svmRadialCost_C2" 0.527 0.8977 0.915
"118" "gcvEarth_d1" 0.5907 0.9006 0.89
"65" "gbm_2_150" 0.6272 0.902 0.895
"67" "gbm_3_100" 0.6311 0.9022 0.9
"14" "PART" 0.6313 0.9022 0.89
"19" "fda_prune9" 0.643 0.9027 0.9
"20" "fda_prune17" 0.643 0.9027 0.9
"66" "gbm_3_50" 0.6471 0.9028 0.905
"5" "LMT" 0.6472 0.9028 0.895
"7" "LMT_AIC" 0.6472 0.9028 0.895
"6" "LMT_CV" 0.6503 0.903 0.895
"1" "c5.0" 0.6576 0.9032 0.9
"2" "c5.0_winnow" 0.6576 0.9032 0.9
"3" "J48" 0.6576 0.9032 0.9
"4" "J48Unp" 0.6576 0.9032 0.9
"9" "ctree_c0.01" 0.6576 0.9032 0.9
"10" "ctree_c0.05" 0.6576 0.9032 0.9
"11" "ctree_c0.99" 0.6576 0.9032 0.9
"12" "JRip" 0.6576 0.9032 0.9
"88" "cforest_mtry2" 0.6576 0.9032 0.9
"89" "cforest_mtry4" 0.6576 0.9032 0.9
"90" "cforest_mtry8" 0.6576 0.9032 0.9
"91" "cforest_mtry16" 0.6576 0.9032 0.9
"92" "cforest_mtry32" 0.6576 0.9032 0.9
"93" "cforest_mtry64" 0.6576 0.9032 0.9
"94" "cforest_mtry128" 0.6576 0.9032 0.9
"22" "mda_subc3" 0.6581 0.9033 0.91
"23" "mda_subc4" 0.6581 0.9033 0.91
"59" "svmPoly_d_3_s_0.1" 0.6581 0.9033 0.91
"68" "gbm_3_150" 0.7091 0.9057 0.905
