"x","y","Class"
0.420373964494198,-1.68717315085232,"1"
0.131353036221117,-0.274353481829166,"3"
-0.315282175596803,0.019348697271198,"3"
-0.181897787577967,1.32357224449515,"2"
1.32676571291082,-0.929131980985403,"1"
0.442684454345365,0.796111943200231,"2"
-0.982672578233299,0.729803108423948,"2"
1.07679919237912,1.25508916936815,"2"
0.912168050412031,-1.03045321889222,"1"
0.427281194279855,1.02598994672298,"2"
-0.0561840050774147,1.29210256896913,"2"
-0.329576537584937,-1.82910253666341,"1"
0.332573982328176,-0.410136270616204,"3"
0.488699031807482,0.254958038125187,"3"
1.06052785383988,-1.43900126479566,"1"
-0.0179960095175407,-1.80205183774233,"1"
-0.603984431062908,-1.15508294589818,"1"
0.954566381878209,1.67968874871731,"2"
0.751865555347807,-1.30368121266365,"1"
0.435012824367732,-0.401501853112131,"3"
0.172718894537048,1.67234882824123,"2"
-0.0499305997322825,-1.14069467931986,"1"
1.1938929869568,0.868746262788773,"2"
-0.576911889541248,0.76292251907289,"2"
-0.440768828237904,1.67019452638924,"2"
-0.648622499915165,-1.30799736827612,"1"
0.257959454879165,-0.242766651883721,"3"
0.940151798096952,0.942959746718407,"2"
1.23900925877572,-1.04272353202105,"1"
-0.574734566282257,-1.79398382417858,"1"
-0.646766680642501,-0.880557552725077,"1"
0.754128639644805,1.11200739741325,"2"
-0.2849554088898,0.421291463356465,"3"
-0.349720229360028,-1.08972763456404,"1"
-0.504672368243337,0.00884910570457575,"3"
0.564542076084763,-0.0317962819710373,"3"
-0.690980989567762,0.651024428382516,"2"
1.05205471959557,0.71457814052701,"2"
-0.361227185300383,1.7496280644089,"2"
-0.661824026523364,-1.83527370691299,"1"
-0.653368779381082,-1.50460176058114,"1"
0.647301285848295,-0.991629509627819,"1"
0.0615167601965367,-0.445722388196737,"3"
-0.819250022961244,-1.81750919595361,"1"
0.177616134937853,-0.512103756330907,"3"
-0.182059828944962,-0.959976514056325,"1"
-0.413564533794758,0.736553131043911,"2"
1.03007838094726,-1.55544160529971,"1"
1.1816087640337,-1.14198245257139,"1"
-0.951819456401742,1.16934238672256,"2"
0.917260740349881,1.63436031751335,"2"
0.623372916960414,-1.55981546640396,"1"
0.710013647860989,-1.37376721724868,"1"
0.638930848040165,-1.37588666975498,"1"
0.021540684811771,0.150294402334839,"3"
-0.124619851792183,-1.44386546872556,"1"
0.486692712642252,0.247993838321418,"3"
-0.386460380349308,-0.402130624372512,"3"
-0.280440400378941,-0.800589561834931,"1"
0.603488407165862,0.799882193654776,"2"
0.00236973286670605,1.47559829615057,"2"
-0.0910157687030733,0.07117232484743,"3"
1.29373758707132,1.20801617316902,"2"
-0.337815449531123,1.36058387644589,"2"
0.431135885526997,0.712524500861764,"2"
